delta,s0,s1
0.11252329645654757,0.34647561045665876,0.45899890691320633
0.12109539321066376,0.3064517144749574,0.42754710768562115
0.14922524373852347,0.3197639649456252,0.4689892086841487
0.1445713458004606,0.3231436688604672,0.4677150146609278
0.08835818750290358,0.3475207162001641,0.4358789037030677
0.09357141191893231,0.3629333393898066,0.4565047513087389
0.10503961540249784,0.34322387279733046,0.4482634881998283
0.045005097213720646,0.3527616796221803,0.39776677683590095
0.09758646346512917,0.35026946689684507,0.44785593036197424
0.14793776117894564,0.3081855993332797,0.45612336051222535
0.10291188496545717,0.344385051944547,0.44729693691000416
0.06669190365088351,0.3745919652942224,0.4412838689451059
0.10460390494905702,0.34239531886438396,0.446999223813441
0.1251082566309618,0.31523131743289706,0.4403395740638589
0.1069713796804207,0.33601879137503815,0.44299017105545885
0.1443452632898018,0.288905678537131,0.4332509418269328
0.16263146201593098,0.2856264062050449,0.4482578682209759
0.09537640200720437,0.3731137246683774,0.46849012667558176
0.1207251459753984,0.3430160990012912,0.4637412449766896
0.11695526951356672,0.30413840602208264,0.42109367553564936
0.12438648161172883,0.32545348365278765,0.4498399652645165
0.09752005751976645,0.32514413095335387,0.4226641884731203
0.1288839455923212,0.33381767165962795,0.46270161725194914
0.07769332801320328,0.3169168670129894,0.39461019502619266
0.12388259777563299,0.3412872252704907,0.4651698230461237
0.11328174800890334,0.3173463233058098,0.43062807131471315
0.14383974929659832,0.3223268157062473,0.46616656500284565
0.12153583517991629,0.32790146235528406,0.44943729753520034
0.14344042370199533,0.3049246567608729,0.4483650804628682
0.10086875830789083,0.35352380584702514,0.45439256415491597
0.09036407099537974,0.3399621008762887,0.43032617187166844
0.1228381809029066,0.3184998376432583,0.4413380185461649
0.10434582456137242,0.34180084035821334,0.44614666491958577
0.1420750554347664,0.3375894812217223,0.47966453665648867
0.1400862534029385,0.3131290877082462,0.4532153411111847
0.05625506459674956,0.3827848467616188,0.43903991135836834
0.109697855453261,0.31560427604609365,0.42530213149935464
0.1146646602311076,0.34337080780908,0.45803546804018763
0.10212621095032764,0.31160444762716605,0.4137306585774937
0.09858642919034794,0.3380539240059343,0.43664035319628225
0.13237939722914677,0.3137242561322789,0.44610365336142566
0.16014871691486326,0.310620529947272,0.4707692468621353
0.1593839185988022,0.3036205125860456,0.4630044311848478
0.09131609570508553,0.33200361753023716,0.4233197132353227
0.07023183075298078,0.36073524150766445,0.43096707226064523
0.1745326016670583,0.31209998234735964,0.48663258401441795
0.12092004732383488,0.3167288987028389,0.43764894602667376
0.12722524494970555,0.3354509102900602,0.46267615523976574
0.13981161067024828,0.3088272082464715,0.44863881891671975
0.088626166917529,0.34613841665075773,0.43476458356828673
0.14013768008461652,0.3112481333474536,0.4513858134320701
0.09499398735848591,0.33412518560613796,0.4291191729646239
0.16889828913434907,0.3046127859621868,0.4735110750965359
0.1343554842203058,0.3112226438629559,0.4455781280832617
0.15980887515606435,0.29533501249439376,0.4551438876504581
0.151748243750712,0.29949764392049094,0.45124588767120294
0.13472985225467782,0.3215300730135647,0.4562599252682425
0.13854900243432489,0.30299348272117915,0.44154248515550404
0.10395804711022233,0.36776861199372796,0.4717266591039503
0.14497181561920008,0.3104330083105034,0.4554048239297035
0.1625026811686313,0.3197264380176701,0.4822291191863014
0.10017842528138626,0.3443501510318664,0.44452857631325265
0.1221246139306143,0.31910731481413845,0.44123192874475275
0.07476951324788944,0.3870135816512042,0.46178309489909364
